dateStart;plantVolume;meanVolume;NH4;obs
2020-03-04;860331.1904743303;425493.89181135694;35.65463651873748;39821.99820645424
2020-03-11;979725.5749203142;425493.89181135694;35.18976063747556;252117.26979635007
2020-04-08;418722.5330107412;425493.89181135694;67.57931801309323;1843498.9879539046
2020-04-15;484735.6149638472;425493.89181135694;65.7345510678297;1178409.2238115247
2020-04-19;443369.7269289376;425493.89181135694;69.40652553661364;800015.53814354
2020-04-22;467312.9132562246;425493.89181135694;64.9950621221551;1510586.0436142497
2020-04-27;568733.1248951023;425493.89181135694;76.54032199541493;83506.78233241057
2020-04-29;517650.82339392067;425493.89181135694;62.84612664269752;279443.32346628053
2020-05-03;465782.0343536949;425493.89181135694;65.53607561444478;305824.740714717
2020-05-04;507160.5177601448;425493.89181135694;61.585197459739;2229.640696475009
2020-05-06;485212.4692211694;425493.89181135694;66.10111966029227;3411.7985701852363
2020-05-13;456479.8756680524;425493.89181135694;60.3489533445213;667.8764891237893
2020-05-18;406210.43639910454;425493.89181135694;69.32227502023723;715.5221729558359
2020-05-20;436816.5536263807;425493.89181135694;64.73338782593653;333.06307382306653
2020-05-21;457548.7972950675;425493.89181135694;71.08580899714572;755.2282603828533
2020-05-25;588319.5609416238;425493.89181135694;70.2726023558767;549.2619974759842
2020-05-27;497020.940094942;425493.89181135694;70.66426228880985;2832.1870163171657
2020-06-01;499778.594419946;425493.89181135694;73.00888555038647;1377.957935707232
2020-06-03;946089.4759564192;425493.89181135694;29.110720601742127;4270.056509528344
2020-06-10;460302.36948689754;425493.89181135694;72.77006722091704;2619.204154805621
2020-06-15;441749.7355022482;425493.89181135694;67.29067165280244;615.7055526919942
2020-06-17;503023.4113526998;425493.89181135694;70.44597238018729;466.31282386432736
2020-06-22;520457.1635782249;425493.89181135694;71.81737960307075;19052.78400999726
2020-06-24;495796.21047857916;425493.89181135694;65.73375714388602;9396.292016685937
2020-06-29;453708.60769966413;425493.89181135694;69.48687750077939;4498.060549993217
2020-07-01;425898.6611891232;425493.89181135694;71.93253489066855;850.0309964719359
2020-07-06;307494.5088127616;425493.89181135694;70.42183633176214;898.6097008795966
2020-07-08;420842.73849998356;425493.89181135694;70.18713249648259;674.9621579867922
2020-07-14;365702.0251619444;425493.89181135694;74.44694722758193;944.6648104717613
2020-07-20;454272.95794563054;425493.89181135694;71.66009922473212;662.8545511118383
2020-07-22;376346.34917033557;425493.89181135694;69.87666389317062;1381.6468121223395
2020-07-27;442840.11985518836;425493.89181135694;67.52302831030364;13213.205953984838
2020-07-29;452539.0603827607;425493.89181135694;67.55233562578896;20106.055091300223
2020-08-03;331310.28252911445;425493.89181135694;66.33110606169454;13291.255335768554
2020-08-05;372480.74848238635;425493.89181135694;63.240208123448525;31557.435496711227
2020-08-10;392079.65633838996;425493.89181135694;60.53589724956453;7246.299227226266
2020-08-12;528181.524959266;425493.89181135694;45.886321332601796;74254.65060921041
2020-08-17;580665.962817217;425493.89181135694;42.7035186228217;40313.2885304811
2020-08-19;375610.481422019;425493.89181135694;61.12341766705201;10348.944605601613
2020-08-24;417791.6816544815;425493.89181135694;64.49249048971089;34595.7946051633
2020-08-26;398856.2791161399;425493.89181135694;64.09489237962762;10863.240774409802
2020-08-31;409296.465738926;425493.89181135694;65.2471411040673;33432.27927639066
2020-09-02;350483.31398924836;425493.89181135694;72.66900130558545;38090.30959363216
2020-09-07;371396.56505704194;425493.89181135694;71.92176976518338;56179.21039398615
2020-09-09;427110.7896331982;425493.89181135694;72.60826090910673;54641.7556424764
2020-09-14;395891.7416926017;425493.89181135694;75.48904815013316;35252.81733635297
2020-09-16;448415.79730923567;425493.89181135694;74.8001563162125;109533.99246044549
2020-09-21;413583.3017023689;425493.89181135694;73.22864241488757;221395.34862625448
2020-09-23;651095.5424560327;425493.89181135694;69.05678820461077;66196.49825477146
2020-09-28;519394.6147316524;425493.89181135694;44.228090446722526;366503.1377938192
2020-09-30;326980.4515728436;425493.89181135694;71.88712531564312;61904.44892863519
2020-10-05;583710.4589532402;425493.89181135694;37.05330509443455;255401.40088685678
2020-10-07;365015.3857163415;425493.89181135694;68.7643346205192;1095075.0412908343
2020-10-12;307458.31731595384;425493.89181135694;74.75368312264015;239113.04850062344
2020-10-14;333448.22026836063;425493.89181135694;70.21957513354289;357833.7471386334
2020-10-19;269727.53719499515;425493.89181135694;72.21990965929982;1214427.861719183
2020-10-21;390795.2579058847;425493.89181135694;58.220527886979056;77714.52449292321
2020-10-26;305308.0325592704;425493.89181135694;62.53178759715495;75625.89724671245
2020-10-28;414297.63821507164;425493.89181135694;61.5017735760145;105807.70681977549
2020-11-02;326536.238498985;425493.89181135694;71.76559069463562;555151.493024093
2020-11-04;270159.5977661196;425493.89181135694;80.39921108857716;487522.470924012
2020-11-09;387942.99919364566;425493.89181135694;73.59725314421824;113624.43260978768
2020-11-11;338481.9310477995;425493.89181135694;77.55578853390689;42171.32930123572
2020-11-16;460055.0020516331;425493.89181135694;73.52356517193093;44477.596723000526
2020-11-18;471730.1972305301;425493.89181135694;74.30224761719509;153080.23243529905
2020-11-23;480390.47194425075;425493.89181135694;76.62652400842727;83547.50047545125
2020-11-25;362342.8142819053;425493.89181135694;71.8615636355864;77593.80844130076
2020-11-30;441212.0242458805;425493.89181135694;80.73339666967073;19074.441135143996
2020-12-02;442041.9823598978;425493.89181135694;74.1201953534744;64625.795260227926
2020-12-07;460896.21019354113;425493.89181135694;72.41338335216406;161796.14703023763
2020-12-09;347732.34151385434;425493.89181135694;69.68382529378697;53954.072008373834
2020-12-14;535297.2248843133;425493.89181135694;58.93463875318052;995.7082461988842
2020-12-16;536075.4167675656;425493.89181135694;60.86393382118453;170109.25514962344
2020-12-21;867774.1952632574;425493.89181135694;34.12516866681213;333076.60857914475
2020-12-23;1036486.9676947392;425493.89181135694;30.2719092989583;34122.42137264797
2020-12-28;937199.4207042645;425493.89181135694;30.736528357061083;155958.69484931498
2020-12-30;791003.1167025046;425493.89181135694;45.03048608282853;83333.20668668684
2021-01-04;522652.2574586695;425493.89181135694;58.0796624952838;168005.5793287536
2021-01-06;470999.44732121495;425493.89181135694;60.71346632915638;35501.930066124296
2021-01-11;534814.0981644054;425493.89181135694;62.676399258610424;44172.94073355033
2021-01-13;539144.2316162909;425493.89181135694;53.62821379011739;79495.32989233479
2021-01-18;657233.9866345929;425493.89181135694;48.59663754776996;35818.00179062762
2021-01-20;666596.1602831314;425493.89181135694;48.080050598811916;46262.5229612822
2021-01-25;688594.1542798835;425493.89181135694;47.37447398227953;89975.44157681003
2021-01-27;744504.8320270819;425493.89181135694;38.78462176150363;159060.34365809348
2021-02-01;758833.7983430375;425493.89181135694;33.95823844432449;81886.06743488136
2021-02-03;1144819.8500042951;425493.89181135694;30.396551444564345;99720.38792809214
2021-02-08;1011565.9279299288;425493.89181135694;28.141596401467606;238045.97056042764
2021-02-10;975537.3868401219;425493.89181135694;34.7587121102788;367716.52397556516
2021-02-15;659028.9171047354;425493.89181135694;46.241651130434406;223186.15135390943
2021-02-17;767675.784398581;425493.89181135694;49.03480877162871;200424.34076351835
2021-02-22;630696.0325375638;425493.89181135694;52.77608383913859;200628.69559734943
2021-02-24;660495.3820276277;425493.89181135694;54.419772198773316;116949.56719677475
2021-03-01;566131.6682724599;425493.89181135694;58.16192174207601;532111.3990676466
2021-03-03;483142.4308389912;425493.89181135694;59.65489140958212;119226.88824074881
2021-03-08;514264.12016443827;425493.89181135694;66.52419637071107;355193.50836492795
2021-03-10;456253.36249731143;425493.89181135694;71.80499273057065;106210.7109531322
2021-03-15;568010.4405605611;425493.89181135694;51.29720973372059;196145.09166700114
2021-03-17;603619.7665774114;425493.89181135694;53.45676653545203;270737.0499112799
2021-03-22;578271.7743748279;425493.89181135694;55.82557729870557;395388.80133974086
2021-03-24;543471.6416822895;425493.89181135694;65.54708767385567;189219.02288393117
2021-03-29;628393.5300806258;425493.89181135694;51.231636198499864;390203.9041123069
2021-03-31;459796.8032573623;425493.89181135694;60.65703276251276;250933.8316726423
2021-04-05;652686.065662331;425493.89181135694;65.4498040542551;476794.1897601949
2021-04-07;577244.7098226725;425493.89181135694;67.7917510605694;1895446.0671299521
2021-04-12;663731.9349168931;425493.89181135694;54.36933554066416;237387.18663976796
2021-04-14;588343.9544036814;425493.89181135694;60.037727331510396;367644.5411473647
2021-04-19;567101.833439833;425493.89181135694;63.70129627009547;791340.8572648691
2021-04-21;456062.3338191647;425493.89181135694;55.85159137594415;150142.04029555785
2021-04-26;485926.0611127378;425493.89181135694;64.44417075613211;473974.0540807067
2021-04-28;571217.0821033894;425493.89181135694;59.359062456287404;269056.0440212146
2021-05-03;525476.6634047076;425493.89181135694;62.32758145422416;293015.453107769
2021-05-05;725167.5461552758;425493.89181135694;66.00832378106108;90477.54657544245
2021-05-10;845856.0392575405;425493.89181135694;50.01036898417463;48266.6030363143
2021-05-13;759505.1076428137;425493.89181135694;56.208840628802044;145183.5281608012
2021-05-17;643307.9172161102;425493.89181135694;50.05499193940787;115076.13346333246
2021-05-19;584728.868172952;425493.89181135694;53.135857347858845;343763.83148727036
2021-05-24;739025.6114241218;425493.89181135694;52.989003439822525;65222.202041693345
2021-05-26;812877.8698686669;425493.89181135694;38.96971899565908;389219.21578487294
2021-05-31;484815.89054242714;425493.89181135694;63.67834494064161;99020.80453593917
2021-06-02;600573.4639368069;425493.89181135694;69.01850569730466;290265.9178207299
2021-06-07;545785.42048076;425493.89181135694;62.365163806432385;110970.8015229027
2021-06-09;476768.84921131877;425493.89181135694;60.30846512138705;33318.9956371123
2021-06-14;552044.2040591806;425493.89181135694;65.0334160073459;659533.63280148
2021-06-16;486282.47335544723;425493.89181135694;60.22928275936856;12687.891926107503
2021-06-21;654954.8529095073;425493.89181135694;38.584125172008925;11827.10045559499
2021-06-23;797313.5351245754;425493.89181135694;39.488689203024855;8638.99508875045
2021-06-28;581345.784689731;425493.89181135694;51.66615832721874;13280.64407316758
2021-06-30;742752.8307448368;425493.89181135694;45.502657225149505;50929.207432890325
2021-07-05;777367.4406910411;425493.89181135694;46.31169076254413;11426.204499259775
2021-07-07;520060.0436060389;425493.89181135694;58.42233777615402;31670.379197458707
2021-07-12;603592.7082610899;425493.89181135694;46.14320790291971;61304.979642991864
2021-07-14;983688.4714792961;425493.89181135694;23.661983825376115;61546.75172502914
2021-07-19;534101.2685899584;425493.89181135694;49.11925897265843;120919.42264264014
2021-07-21;411601.20133430324;425493.89181135694;48.0640863495988;23690.72526438337
2021-07-26;574154.6689485633;425493.89181135694;42.50899443331227;256191.95270922556
2021-07-28;445748.673522439;425493.89181135694;49.49197542637406;133524.99439230855
